heading,link,time,source
"Department: BHMCT, MBA/MMS( Lateral Entry) & MCA ( Lateral Entry Subject: Imp Notice: Admission Date Extension for BHMCT, MBA/MMS( Lateral Entry) & MCA ( Lateral Entry) Courses Under Technical Education A.Y. 2024-25",https://cetcell.mahacet.org/wp-content/uploads/2023/12/Date-Extenstion-Notice-2024-25-10-10-24.pdf,10/10/2024,MahaCET
Department: nan Subject: Notice Regarding Holiday on Dussehra Festival (12-10-2024),https://cetcell.mahacet.org/wp-content/uploads/2023/12/Dussehra_holiday.pdf,10/10/2024,MahaCET
Department: MCA & DSP Subject: Imp Notice: Admission Date Extension for MCA & DSP Courses Under Technical Education A.Y. 2024-25,https://cetcell.mahacet.org/wp-content/uploads/2023/12/Date-Extenstion-Notice-for-MCA-and-DSP-2024-25.pdf,03/10/2024,MahaCET
Result Notification for the post of Regional Director on Deputation basis (280 KB) 10/10/2024,https://www.cbse.gov.in/cbsenew/documents/Notification_Regional_Director_10102024.pdf,10/10/2024,CBSE
Result Notification for the post of Assistant Secretary (Training) on Deputation basis (253 KB) 10/10/2024,https://www.cbse.gov.in/cbsenew/documents/Notification_Assistant_Secy_Training_Education_10102024.pdf,10/10/2024,CBSE
Result Notification for the various post on Deputation basis (316 KB) 10/10/2024,https://www.cbse.gov.in/cbsenew/documents/Notification_Depu_Various_Post_10102024.pdf,10/10/2024,CBSE
Registration of 100% students in Classes IX and XI - Reg (439 KB) 10/10/2024,https://www.cbse.gov.in/cbsenew/documents/Registration_100_Students_IX_XI_10102024.pdf,10/10/2024,CBSE
"Conduct of Practical Examination/Project Assessment/Internal Assessment for Classes X and XII, for Winter Bound Schools for session 2024-25 regarding (12.4 MB) 10/10/2024",https://www.cbse.gov.in/cbsenew/documents/Winter_Bound_Practical_10102024.pdf,10/10/2024,CBSE
"Online registrations for Yuva Sangam (Phase V) commence for participation  (Thursday,10-October-2024 ) - (151.94 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2063848.pdf ,"Thursday,10-October-2024",Education Ministry
"Notification for OnlineÂ EligibilityÂ TestÂ (ET) for Post Qualification Course on Information Systems Audit on Saturday the 16th November, 2024 (10:00 AM to 12:30 PM).-(11-10-2024)",https://resource.cdn.icai.org/82465daab66555.pdf,11-10-2024,ICAI
Department: All Courses Under Medical & Ayush Education Subject: वैद्यकीय आणि आयुष विभागांतर्गत प्रवेश प्रक्रियेशी संबंधीत महाविद्यालये दिनांक : १२/१०/२०२४ रोजी सुरु ठेवणेबाबत,https://cetcell.mahacet.org/wp-content/uploads/2023/12/Important-Notice.pdf,11/10/2024,MahaCET
Launching of Integrated Payment System (IPS) for payment of remuneration etc. pertaining to Board Examinations 2024 (343 KB) 11/10/2024,https://www.cbse.gov.in/cbsenew/documents/Letter_Principal_Centre_IPS2024_11102024.pdf,11/10/2024,CBSE
Inviting Comments/Suggestions on the Draft Corrigendum/Addendum 2025-26 of APH 2024-27,https://docs.google.com/forms/d/e/1FAIpQLSeH3gEYvw4jcEp3F0luCtzZb-0NwpvO-qKWPs_iszUF-96hYg/viewform,"Friday, October 11, 2024",AICTE
Inviting Comments/Suggestions on the Draft Corrigendum/Addendum 2025-26 of APH 2024-27,https://aicte-india.org/sites/default/files/Annexure%202.pdf,"Friday, October 11, 2024",AICTE
"Advertisement for the Post of
CONSULTANT ENGINEER-Civil",https://niepa.ac.in/recprosc,Not available,NIEPA
Applications for Awards for Innovations and Good Practices in Educational Administration,https://www.niepa.ac.in/innovation2024,Not available,NIEPA
"Shri Dharmendra Pradhan participates in fireside chat organised by US India Strategic Partnership Forum  (Monday,14-October-2024 ) - (77.99 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2064859.pdf ,"Monday,14-October-2024",Education Ministry
"Shri Dharmendra Pradhan to announce 3 AI - Centres of Excellence on Healthcare, Agriculture and Sustainable Cities on 15th October, 2024  (Monday,14-October-2024 ) - (544.56 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2064613.pdf ,"Monday,14-October-2024",Education Ministry
"National Adolescent Summit 2024 on Life Skills, Mental Health, Gender, Safety & Wellbeing (19th to 21st Dec 2024) at National Bal Bhawan, New Delhi – reg. (972 KB) 15/10/2024",https://www.cbse.gov.in/cbsenew/documents/Annual_Adolescent_Summit_2024_15102024.pdf,15/10/2024,CBSE
Inviting Comments/Suggestions on the Draft Corrigendum/Addendum 2025-26 of APH 2024-27,https://aicte-india.org/sites/default/files/Revised%20Annexure%202.pdf,"Friday, October 11, 2024",AICTE
"Shri Dharmendra Pradhan announces 3 Centres of Excellence in AI in Healthcare, Agriculture and Sustainable Cities  (Tuesday,15-October-2024 ) - (118.23 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2064990.pdf ,"Tuesday,15-October-2024",Education Ministry
Invitation to attend the 2nd National Summit on 'Facilitating School to Work Transition' - reg (815 KB) 16/10/2024,https://www.cbse.gov.in/cbsenew/documents/89_Circular_National_Summit_2024_16102024.pdf,16/10/2024,CBSE
Screening Result for the Post of Junior Translation Officer,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
"Shri Dharmendra Pradhan interacts with scholars of five newly classified classical languages  (Friday,18-October-2024 ) - (104.75 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2066127.pdf ,"Friday,18-October-2024",Education Ministry
Department: B.BBA/BCA/BMS/BBM Subject: Important notice regarding B.BBA/BCA/BBM/BMS courses CAP Process”,https://cetcell.mahacet.org/wp-content/uploads/2023/12/B-BBA-BCA-BBM-BMS-CAP-2024-CVC_TVC_NCL_EWS-Important-Notice.pdf,21/10/2024,MahaCET
"Shri Dharmendra Pradhan meets Singapore’s Deputy Prime Minister H.E. Gan Kim Yong  (Monday,21-October-2024 ) - (110.28 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2066772.pdf ,"Monday,21-October-2024",Education Ministry
"Shri Dharmendra Pradhan meets Singapore’s Prime Minister H.E. Lawrence Wong: India and Singapore strengthening partnership through ‘Talent, Resource & Market’  (Monday,21-October-2024 ) - (214.64 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2066652.pdf ,"Monday,21-October-2024",Education Ministry
"Shri Dharmendra Pradhan embarks on 7-Day tour to strengthen education ties with Singapore and Australia  (Saturday,19-October-2024 ) - (73.89 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2066326.pdf ,"Saturday,19-October-2024",Education Ministry
Notice for document verification for the post of Junior Translation Officer and Junior Engineer (976 KB) 22/10/2024,https://www.cbse.gov.in/cbsenew/documents/Notice_Junior_Engineer_Junior_Translation_Officer_22102024.pdf,22/10/2024,CBSE
"Vacancy notice for the post of Chief of Section- (P-5) at Paris, France  (Wednesday,23-October-2024 ) - (26.99 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/cos-unesco.pdf ,"Wednesday,23-October-2024",Education Ministry
"Vacancy notice for the post of Assistant Director General for Administration and Management  (Wednesday,23-October-2024 ) - (29.79 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/adg-unesco.pdf ,"Wednesday,23-October-2024",Education Ministry
"Vacancy notice for the post of Head of Unit (Culture) – (P-4) at Paris, France  (Wednesday,23-October-2024 ) - (32.29 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/houc-unesco.pdf ,"Wednesday,23-October-2024",Education Ministry
"Call for nominations: Anniversaries 2026-2027  (Wednesday,23-October-2024 ) - (6.4 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/anniversaries.pdf ,"Wednesday,23-October-2024",Education Ministry
"Circular regarding Subject wise marks Bifurcation of Class X/XII, Examination 2025 (533 KB) | Class X (854 KB) | Class XII (2.03 MB) 23/10/2024",https://www.cbse.gov.in/cbsenew/documents/Circuler_Bifurcation_2025_23102024 .pdf,23/10/2024,CBSE
"Shri Dharmendra Pradhan addresses Australian International Education Conference  (Thursday,24-October-2024 ) - (368.75 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2067313.pdf ,"Thursday,24-October-2024",Education Ministry
"Updating name of Govt. Schools under ""PM SHRI"" Scheme (1.49 MB) 24/10/2024",https://www.cbse.gov.in/cbsenew/documents/CIRCULAR_AFF_PMSHRI_24102024.pdf,24/10/2024,CBSE
Notice for document verification for the post of Junior Translation Officer and Junior Engineer (976 KB) | Corrigendum (682 KB) 24/10/2024,https://www.cbse.gov.in/cbsenew/documents/Notice_Junior_Engineer_Junior_Translation_Officer_22102024.pdf,24/10/2024,CBSE
"Shri Dharmendra Pradhan attends 2nd Australia-India Education and Skills Council (AIESC) meeting in Sydney  (Friday,25-October-2024 ) - (209.48 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2067814.pdf ,"Friday,25-October-2024",Education Ministry
"Appointment of Vice Chancellor, Jamia Milia Islamia (JMI), New Delhi - reg.  (Friday,25-October-2024 ) - (279.51 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/vc_jmi.pdf ,"Friday,25-October-2024",Education Ministry
Provisional Result of the screening for the Lower Division Clerk.,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
Department: nan Subject: Decision of ARA meeting dtd.25/10/2024,https://cetcell.mahacet.org/wp-content/uploads/2023/12/25-Oct-24_-Minutes_rotated.pdf,25/10/2024,MahaCET
Department: B.Pharmacy & M.Pharmacy Subject: Imp Notice : Regarding Admission Process of B.Pharmacy & M.Pharmacy A.Y.2024-25,https://cetcell.mahacet.org/wp-content/uploads/2023/12/B-Pharmacy-M-Pharmacy-CAP-2024-25-Imp-Notice.pdf,25/10/2024,MahaCET
"Shri Dharmendra Pradhan visited Macquarie Park Innovation District at Macquarie University, Sydney  (Friday,25-October-2024 ) - (189.09 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2068150.pdf ,"Friday,25-October-2024",Education Ministry
e-Integrity Pledge 28/10/2024,https://pledge.mygov.in/cvc/,28/10/2024,CBSE
Provisional Result of the screening for the Lower Division Clerk,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
"Advertisement for the Post of
							CONSULTANT ENGINEER-Civil",https://niepa.ac.in/recprosc,Not available,NIEPA
"Appointment of Directors of Indian Institutes of Information Technology established in Public- Private Partnership mode (IIIT-PPP) at Nagpur, Sri City (Chittoor), Kota, Lucknow, Kottayam, Tiruchirappalli and Guwahati  (Monday,28-October-2024 ) - (286.41 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/iiit_adv.pdf ,"Monday,28-October-2024",Education Ministry
"Department: All Courses Under Higher Education Subject: Proposal for Subject Experts, Paper Setter, Moderator & Chef Moderator for Higher Education CET 2025.",https://cetcell.mahacet.org/wp-content/uploads/2023/12/DHE_merged_file.pdf,28/10/2024,MahaCET
Provisional Result of the screening for the Assistant,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
Selected List of Proposals against ATAL 6 Days ONLINE FDP A.Y 2024-25,https://www.aicte-india.org/sites/default/files/ATAL%20Online%206%20Days%20Faculty%20Development%20Programme%20Selected%20List%20for%20A.Y%202024-25.pdf,"Monday, November 4, 2024",AICTE
Public Notice for Approval Process 2025-26,https://www.aicte-india.org/sites/default/files/approval/2025-26/Public%20Notice%202025-26.pdf,"Monday, November 4, 2024",AICTE
Result notification for the post of  Assistant Secretary (Skill Education) on deputation basis - regarding (369 KB) 04/11/2024,https://www.cbse.gov.in/cbsenew/documents/Result_Notification_AS_Skill_Edu_05112024.pdf,04/11/2024,CBSE
Cancellation of recruitment process for the post of Assistant Secretary (Media Relations) on deputation basis (379 KB) 04/11/2024,https://www.cbse.gov.in/cbsenew/documents/Cancellation_AS_MR_Deputation_05112024.pdf,04/11/2024,CBSE
Public Alert regarding NIOS public examinations Oct-2024 of Secondary & Sr. Secondary.,https://www.nios.ac.in/media/documents/notification/yr2024/Misc/Public_Alert_2024.pdf,Not available,NIOS
Notification-45/2024 dt. 30/09/2024 regarding Date Sheet of NIOS Public Examination (Theory)-Oct/Nov-2024. [Date Sheet for All India & Overseas attached].,https://www.nios.ac.in/media/documents/notification/yr2024/Exam/DateSheet_Nov2024Exam.pdf, 30/09/2024,NIOS
List of Disaffiliated Schools 06/11/2024,https://www.cbse.gov.in/cbsenew/disaffiliated.html,06/11/2024,CBSE
List of Downgraded Schools 06/11/2024,https://www.cbse.gov.in/cbsenew/downgraded.html,06/11/2024,CBSE
"Cabinet approves PM-Vidyalaxmi scheme to provide financial support to meritorious students so that financial constraints do not prevent any youth of India from pursuing quality higher education  (Wednesday,06-November-2024 ) - (133.32 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2071134.pdf ,"Wednesday,06-November-2024",Education Ministry
Surprise Inspections of Schools conducted by CBSE across Rajasthan & Delhi (1.03 MB) | List of Disaffiliated Schools | List of Downgraded Schools 06/11/2024,https://www.cbse.gov.in/cbsenew/documents/PR_Surprise_Inspections_27_School_Delhi_Raj_06112024.pdf,06/11/2024,CBSE
"Shri Dharmendra Pradhan lauds approval of PM Vidyalaxmi by Union Cabinet  (Wednesday,06-November-2024 ) - (148.76 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2071232.pdf ,"Wednesday,06-November-2024",Education Ministry
"Admit Card for Tier - 2 CBSE Recruitment 2024 for The Post of Assistant Secretary (Academics, Training and Skill Education) 08/11/2024",https://examinationservices.nic.in/recsys24/downloadAdmitCard/AuthCandCBSEPhaseII.aspx?appformid=102112411,08/11/2024,CBSE
Admit Card for Tier - 2 CBSE Recruitment 2024 for Various Assistant Secretary (Administration) and Accounts Officer 08/11/2024,https://examinationservices.nic.in/recsys24/downloadAdmitCard/AuthCandCBSEPhaseII.aspx?appformid=102122411,08/11/2024,CBSE
Admit Card for Tier - 2 CBSE Recruitment 2024 for The Post of Assistant Secretary (Administration) and Accounts Officer 08/11/2024,https://examinationservices.nic.in/recsys24/downloadAdmitCard/AuthCandCBSEPhaseII.aspx?appformid=102122411,08/11/2024,CBSE
Result notification for the post of  Under Secretary (Skill Education) on deputation basis - regarding (404 KB) 08/11/2024,https://www.cbse.gov.in/cbsenew/documents/Result_Notification_US_SKILL_08112024.pdf,08/11/2024,CBSE
Cancellation of recruitment process for various post of Training Cadre on deputation basis (355 KB) 08/11/2024,https://www.cbse.gov.in/cbsenew/documents/Cancellation_Various_Training_cadre_08112024.pdf,08/11/2024,CBSE
"India Shines in QS World University Rankings: Asia (2025)  (Saturday,09-November-2024 ) - (177.23 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2072018.pdf ,"Saturday,09-November-2024",Education Ministry
"Extension of term of Prof Rama Shanker Dubey as Vice Chancellor of Central University of Gujarat  (Monday,11-November-2024 ) - (962.57 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/ab.pdf ,"Monday,11-November-2024",Education Ministry
"Shri Dharmendra Pradhan to inaugurate National Workshop on Higher and Technical Education with Secretaries of States/UTs tomorrow  (Monday,11-November-2024 ) - (109.42 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2072490.pdf ,"Monday,11-November-2024",Education Ministry
The Last date of application (for student) under AICTE-Pragati/Saksham/Swanath Scholarship Schemes (Degree & Diploma) for the Academic Year 2024-25 running through National Scholarship Portal (NSP) is 15-11-2024,No link available,"Tuesday, November 12, 2024",AICTE
The Last date of application (for student) under AICTE-Post Graduate (PG) Scholarship Scheme for the Academic Year 2024-25 running through on AICTE Portal is 30-11-2024,No link available,"Tuesday, November 12, 2024",AICTE
Department: All CET’s under Technical Education Subject: Click here to view syllabus of various CET’s 2025 under Technical Education,https://cetcell.mahacet.org/wp-content/uploads/2023/12/Syllabus.pdf,12/11/2024,MahaCET
"Shri Dharmendra Pradhan inaugurates National Workshop on Higher and Technical Education with Secretaries of States/UTs  (Tuesday,12-November-2024 ) - (98.03 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2072673.pdf ,"Tuesday,12-November-2024",Education Ministry
Empowering Connections: A Workshop on Effective Communication and Collaboration in Parenting and Education (726 KB) 11/11/2024,https://www.cbse.gov.in/cbsenew/documents/Empowering_Connections_11112024.pdf,11/11/2024,CBSE
The Written Test for the posts of Assistant and LDC (Advt. No. 03/2024) will be conducted on 15.12.2024 (Tentative).,https://niepa.ac.in/,Not available,NIEPA
Final List of the candidates empanelled for the post of Project Administrative Assistant,https://niepa.ac.in/download/Recruitment/Project/2024/Result_notification_PAA.pdf,Not available,NIEPA
The Written Test for the posts of Assistant and LDC (Advt. No. 03/2024) will be conducted on15.12.2024(Tentative).,https://niepa.ac.in/,Not available,NIEPA
"Shri Dharmendra Pradhan meets delegation from Johns Hopkins University and Gupta-Klinsky India Institute  (Sunday,17-November-2024 ) - (98.61 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2074078.pdf ,"Sunday,17-November-2024",Education Ministry
he Last date of application (for student) under AICTE-Pragati/Saksham/Swanath Scholarship Schemes (Degree & Diploma) for the Academic Year 2024-25 running through National Scholarship Portal (NSP)  has been extended upto 30th November 2024,No link available,"Tuesday, November 12, 2024",AICTE
The Last date of application (for student) under AICTE-Post Graduate (PG) Scholarship Scheme for the Academic Year 2024-25 running through on AICTE Portal is 30th Nov 2024,No link available,"Tuesday, November 12, 2024",AICTE
CBSE issued Disclaimer against news on syllabus reduction for Class X/XII exam 2025 and conduct of Open-Book exams in selected subjects. (1.44 MB) 18/11/2024,https://www.cbse.gov.in/cbsenew/documents/Disclaimer_Exam_18112024.pdf,18/11/2024,CBSE
Temporary Positions (walk-in interview of the MMTTC positions),https://niepa.ac.in/recprosc,Not available,NIEPA
"Vacancy notice for the post of Programme Specialist (Social and Human Sciences) - (P-3) at San Jose, USA  (Wednesday,20-November-2024 ) - (311.12 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/unesco_sant_joe.pdf ,"Wednesday,20-November-2024",Education Ministry
"Vacancy notice for the post of Finance & Administrative Officer - (P-3) at Venice, Italy  (Wednesday,20-November-2024 ) - (136.53 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/unesco_venice.pdf ,"Wednesday,20-November-2024",Education Ministry
"Vacancy notice for the post of Head of Section / Senior Research Scientist - (P-5) at Trieste, Italy  (Wednesday,20-November-2024 ) - (310.52 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/unesco_trieste.pdf ,"Wednesday,20-November-2024",Education Ministry
Notification for Online Assessment Test for Certificate Course on Forex and Treasury Management on 14/12/2024- 10 AM to 1 PM (Paper 1) & 3PM to 6PM (Paper 2) through DLH by CFMIP Committee - (20-11-2024),https://resource.cdn.icai.org/82896cfmip67000.pdf,20-11-2024,ICAI
Provisional Screening Result for the post of Assistant Professor,https://niepa.ac.in/teaching_per,Not available,NIEPA
"2025 Commonwealth Master's Scholarship in the United Kingdom  (Wednesday,20-November-2024 ) - (343.38 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/cms_uk_0.pdf ,"Wednesday,20-November-2024",Education Ministry
"National Adolescent Summit 2024 on Life Skills, Mental Health, Safety & Wellbeing (20th to 21st December 2024) at National Bal Bhawan, New Delhi – reg (968 KB) 20/11/2024",https://www.cbse.gov.in/cbsenew/documents/Annual_ Adolescent_Summit_2024_20112024.pdf,20/11/2024,CBSE
Date sheet for Class X and XII for Board Examinations - 2025 (7.65 MB) 20/11/2024,https://www.cbse.gov.in/cbsenew/documents/Date_Sheet_Main_Exam_2025_20112024.pdf,20/11/2024,CBSE
"Filling up of vacancies for the post of Deputy Secretary on deputation basis in the National Commission for Minority Educational Institutions (NCMEI), New Delhi, a Statutory Body created under an Act of Parliament - Calling for applications - regarding  (Thursday,21-November-2024 ) - (1.1 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/Pic220.pdf ,"Thursday,21-November-2024",Education Ministry
"Shri Dharmendra Pradhan and Dr. Mansukh Mandaviya launch ‘Jobs at Your Doorstep’ Report by World Bank  (Friday,22-November-2024 ) - (100.98 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2075944.pdf ,"Friday,22-November-2024",Education Ministry
"Jobs at Your Doorstep  (Friday,22-November-2024 ) - (14.41 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/Final_Report_WB_Jobs_at_your_Door_Step_Main_Report.pdf ,"Friday,22-November-2024",Education Ministry
"Jobs at Your Doorstep - Executive Summary  (Friday,22-November-2024 ) - (11.63 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/WB_Jobs_at_your_Door_Steps_Executive_Summary.pdf ,"Friday,22-November-2024",Education Ministry
"Shri Dharmendra Pradhan along with Shri J. P Nadda witnesses signing of Tripartite Memorandum of Understanding (MoU) between Ministry of Education, IMS-BHU, and Ministry of Health and Family Welfare  (Friday,22-November-2024 ) - (135.75 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2076065.pdf ,"Friday,22-November-2024",Education Ministry
Public Notice regarding Single Girl Child Scholarship X 2024 (687 KB) 22/11/2024,https://www.cbse.gov.in/cbsenew/scholar/Public_Notice_SGC_2024_ENG_HINDI_22112024.pdf,22/11/2024,CBSE
"Cabinet approves One Nation One Subscription (ONOS)  (Monday,25-November-2024 ) - (75.42 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2077098.pdf ,"Monday,25-November-2024",Education Ministry
"Shri Dharmendra Pradhan unveils The TeacherApp  (Monday,25-November-2024 ) - (109.47 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2076970.pdf ,"Monday,25-November-2024",Education Ministry
Department: All CET’s under Higher Education Subject: Click here to view syllabus of various CET’s 2025 under Higher Education,https://cetcell.mahacet.org/wp-content/uploads/2023/12/DHE_Syllabus_2024.pdf,26/11/2024,MahaCET
Department: All CET’s Subject: Imp Notice: Tentative Schedule of CET A.Y. 2025-26,https://cetcell.mahacet.org/wp-content/uploads/2023/12/CET_Schedule.pdf,27/11/2024,MahaCET
Department: M.ACRCH Subject: Important notice regarding Entrance Examination of M Arch Course for Academic Year 2025-26,https://cetcell.mahacet.org/wp-content/uploads/2023/12/M-ARCH-CET-2025-26-Important-Notice.pdf,27/11/2024,MahaCET
"Yuva Sangam (Phase V) commences with two tours between Bihar and Karnataka and Andhra Pradesh and Uttar Pradesh  (Wednesday,27-November-2024 ) - (126.07 KB)",https://www.education.gov.in/sites/upload_files/mhrd/files/PIB2077985.pdf ,"Wednesday,27-November-2024",Education Ministry
Department: B.Pharmacy & M.Pharmacy Subject: Imp Notice: Regarding B.Pharmacy & M.Pharmacy Admission process A.Y. 2024-25,https://cetcell.mahacet.org/wp-content/uploads/2023/12/20241128004550.pdf,28/11/2024,MahaCET
Department: All CET’s Subject: Imp Notice: Tentative Schedule of CET A.Y. 2025-26,https://cetcell.mahacet.org/wp-content/uploads/2023/12/CET-2025-Schedule.pdf,27/11/2024,MahaCET
The Written Test for the posts of LDC (Advt. No. 03/2024) will be conducted on22.12.2024,https://niepa.ac.in/,Not available,NIEPA
The Written Test for the posts of Assistant (Advt. No. 03/2024) will be conducted on29.12.2024,https://niepa.ac.in/,Not available,NIEPA
The Written Test for the posts of LDC (Advt. No. 03/2024) will be conducted on22.12.2024,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
The Written Test for the posts of Assistant (Advt. No. 03/2024) will be conducted on29.12.2024,https://niepa.ac.in/non_teaching_per,Not available,NIEPA
"Joint Seat Allocation process for admissions to the Centrally Funded Technical Institutions (CFTIs) - reconstitution of Joint Seat Allocation Authority (JoSAA)  (Monday,02-December-2024 ) - (1.33 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/Order.pdf ,"Monday,02-December-2024",Education Ministry
"Re-constitution of Central Seat Allocation Board (CSAB) for the academic year 2025-2026- regarding  (Monday,02-December-2024 ) - (2.7 MB)",https://www.education.gov.in/sites/upload_files/mhrd/files/csab.pdf ,"Monday,02-December-2024",Education Ministry
Guidelines and SOPs for Practical Examination-2025-Reg. (7577 KB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Guidline_SaOPs_for_Pratical_examination_2025_reg_021224.pdf,02/12/2024,CBSE
Preparation for Practical Examinations / Internal Assessment / for Class Project XI XII for the session 2024-25. (938 KB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Preparation_session_2024_25_021224.pdf,02/12/2024,CBSE
Special provisions for the students participating in National/International sports events and International olympiads. (4958 KB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Special_provision_for_the_students_021224.pdf,02/12/2024,CBSE
Guidelines and SOPs for Practical Examination-2025-Reg. (7.39 MB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Guidline_SaOPs_for_Pratical_examination_2025_reg_021224.pdf,02/12/2024,CBSE
Preparation for Practical Examinations / Internal Assessment / for Class Project XI XII for the session 2024-25. (937 KB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Preparation_session_2024_25_021224.pdf,02/12/2024,CBSE
Special provisions for the students participating in National/International sports events and International olympiads. (4.84 MB) 02/12/2024,https://www.cbse.gov.in/cbsenew/documents/Special_provision_for_the_students_021224.pdf,02/12/2024,CBSE
